hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
zereginean	59	2.6	5	2
zikinduta	59	2.6	4	3
ziotek	59	2.6	3	6
zituenik	59	2.6	4	6
zoruko	59	2.6	3	7
aferari	58	2.55	4	2
agurraren	58	2.55	4	7
ahizpari	58	2.55	4	1
aintzindu	58	2.55	3	3
aitzinago	58	2.55	4	3
akzioa	58	2.55	4	9
alabentzat	58	2.55	4	1
album	58	2.55	2	1
aldatuak	58	2.55	4	6
aldenduz	58	2.55	3	3
alegeraki	58	2.55	5	3
alferrekoa	58	2.55	5	6
ametsek	58	2.55	3	8
amu	58	2.55	2	6
antzinatik	58	2.55	4	1
apiriletik	58	2.55	5	0
arabarrek	58	2.55	4	5
arauaren	58	2.55	4	7
arazoaz	58	2.55	4	7
ardiek	58	2.55	3	10
argiko	58	2.55	3	10
argituak	58	2.55	4	8
argudiorik	58	2.55	5	1
arok	58	2.55	2	18
ateratakoa	58	2.55	6	3
aterkia	58	2.55	4	5
atezainen	58	2.55	4	5
atzelariek	58	2.55	5	5
aurrekaria	58	2.55	5	4
auzapezek	58	2.55	4	5
axuant	58	2.55	3	3
azkartuz	58	2.55	3	3
azpiak	58	2.55	3	9
babesgabe	58	2.55	4	1
badidazue	58	2.55	5	1
bahintz	58	2.55	2	1
baionesek	58	2.55	4	5
baketze	58	2.55	3	3
bananduta	58	2.55	4	3
baninduen	58	2.55	4	5
banketxe	58	2.55	3	5
batetaz	58	2.55	3	6
bazkariak	58	2.55	4	6
bekozkoa	58	2.55	4	5
berantxago	58	2.55	4	2
berearen	58	2.55	4	12
berogailu	58	2.55	4	3
beroketa	58	2.55	4	2
berotuz	58	2.55	3	5
bertakoen	58	2.55	4	7
beude	58	2.55	2	2
biltzekoa	58	2.55	4	7
birtuala	58	2.55	4	2
bizimoduak	58	2.55	5	3
bizitzerik	58	2.55	4	2
boligrafoa	58	2.55	5	5
bostean	58	2.55	3	8
brau	58	2.55	1	6
bueltako	58	2.55	4	3
burdinezko	58	2.55	4	3
burezur	58	2.55	3	0
burutan	58	2.55	3	5
dakidanez	58	2.55	4	2
darabilte	58	2.55	4	4
daukaguna	58	2.55	4	4
diotelarik	58	2.55	5	4
doluminik	58	2.55	4	2
ebakuntzak	58	2.55	4	5
eboluzio	58	2.55	5	1
eginahala	58	2.55	5	3
egitatean	58	2.55	5	5
egonaldian	58	2.55	5	6
egonezin	58	2.55	4	2
ekarririk	58	2.55	4	3
elbarria	58	2.55	4	4
ema	58	2.55	2	9
entseiatu	58	2.55	4	3
eper	58	2.55	2	9
erasoren	58	2.55	4	4
eratua	58	2.55	4	14
eratuz	58	2.55	3	12
ereduetan	58	2.55	5	2
erlojuan	58	2.55	4	4
erritu	58	2.55	3	12
estasi	58	2.55	3	5
estatutuan	58	2.55	5	6
estimatuko	58	2.55	5	1
estimazio	58	2.55	5	2
ezereztu	58	2.55	4	4
ezetzaren	58	2.55	4	1
festarako	58	2.55	4	2
firfira	58	2.55	3	2
fitxatzen	58	2.55	3	2
flauta	58	2.55	2	4
fronteak	58	2.55	3	5
gaitzitu	58	2.55	3	1
galtzada	58	2.55	3	5
generoaren	58	2.55	5	1
genitzake	58	2.55	4	3
gintunan	58	2.55	3	2
gizagaixoa	58	2.55	5	6
golden	58	2.55	2	9
gonbidapen	58	2.55	4	1
gorputzaz	58	2.55	3	5
gutxiagok	58	2.55	4	6
guztiona	58	2.55	4	4
harkaitzen	58	2.55	3	4
harriek	58	2.55	3	15
hasteak	58	2.55	3	11
heineko	58	2.55	3	3
hesteko	58	2.55	3	8
hezurdura	58	2.55	4	3
hizlaria	58	2.55	4	4
horrako	58	2.55	3	3
ibaiaz	58	2.55	3	7
ideietan	58	2.55	4	4
iganderat	58	2.55	4	1
ikerketari	58	2.55	5	2
ikertzera	58	2.55	4	3
ikustearen	58	2.55	5	4
ilegorria	58	2.55	5	3
ilobari	58	2.55	4	3
ilunera	58	2.55	4	7
indioak	58	2.55	4	4
instantzia	58	2.55	4	2
internetez	58	2.55	4	2
ipuineko	58	2.55	5	2
iragankor	58	2.55	4	1
itxoiten	58	2.55	3	3
izarraren	58	2.55	4	10
izatearena	58	2.55	6	2
izenek	58	2.55	3	12
izenpetze	58	2.55	4	2
izugarriko	58	2.55	5	6
jaitsarazi	58	2.55	4	3
jakingura	58	2.55	4	3
janen	58	2.55	2	15
jantziekin	58	2.55	4	2
jardueran	58	2.55	4	4
jardunbide	58	2.55	4	1
jardunez	58	2.55	3	5
jartzeari	58	2.55	4	3
jasanez	58	2.55	3	1
jateak	58	2.55	3	16
jauntxoak	58	2.55	3	6
jujeek	58	2.55	3	4
kafean	58	2.55	3	8
kideari	58	2.55	4	3
kiebra	58	2.55	3	2
kimu	58	2.55	2	6
klasera	58	2.55	3	3
kliska	58	2.55	2	8
koadernoan	58	2.55	5	5
kobre	58	2.55	2	6
konbertsio	58	2.55	4	3
kontaktuan	58	2.55	4	5
kontuaz	58	2.55	3	9
korrikaren	58	2.55	4	3
kotoizko	58	2.55	3	2
lagunduak	58	2.55	4	5
laminak	58	2.55	3	7
landetxe	58	2.55	3	2
larreko	58	2.55	3	9
latsa	58	2.55	2	16
lauk	58	2.55	1	15
lauza	58	2.55	2	14
lehenetik	58	2.55	4	2
lehortzeko	58	2.55	4	2
leporatzea	58	2.55	5	5
lerdena	58	2.55	3	4
logikoena	58	2.55	5	2
logistika	58	2.55	4	4
lokatzez	58	2.55	3	6
loriaturik	58	2.55	5	2
lotsarazi	58	2.55	4	3
lurzoru	58	2.55	3	1
luzeek	58	2.55	3	6
mahaitxo	58	2.55	3	3
maisulan	58	2.55	3	1
maitemina	58	2.55	4	3
maizegi	58	2.55	3	0
makalak	58	2.55	3	10
malaria	58	2.55	4	3
malkoei	58	2.55	3	6
marruma	58	2.55	3	4
martxora	58	2.55	3	2
masters	58	2.55	2	2
meharrak	58	2.55	3	6
milioitik	58	2.55	4	2
milurteko	58	2.55	4	2
mitina	58	2.55	3	6
monje	58	2.55	2	5
morroiari	58	2.55	4	2
muntaketa	58	2.55	4	4
museoen	58	2.55	4	6
musikako	58	2.55	4	3
nagusiaz	58	2.55	4	7
nahiarekin	58	2.55	5	5
neurketan	58	2.55	3	5
numero	58	2.55	3	4
odoltsuak	58	2.55	4	5
ohartxo	58	2.55	3	4
oheratzeko	58	2.55	5	4
oinetatik	58	2.55	4	5
orbela	58	2.55	3	4
orgasmorik	58	2.55	4	2
oroimenari	58	2.55	5	0
ostatutik	58	2.55	4	2
otoitzetan	58	2.55	4	1
parteko	58	2.55	3	13
peoi	58	2.55	2	6
pilotua	58	2.55	4	9
pobrearen	58	2.55	4	4
poemen	58	2.55	3	6
presioari	58	2.55	5	5
primadera	58	2.55	4	3
prozesurik	58	2.55	4	2
putza	58	2.55	2	11
rubio	58	2.55	3	2
salaketei	58	2.55	4	4
saskiratu	58	2.55	4	3
serafin	58	2.55	3	1
setati	58	2.55	3	3
setatsu	58	2.55	3	3
side	58	2.55	2	4
silabak	58	2.55	3	7
sinetsiz	58	2.55	3	4
sortaldeko	58	2.55	4	1
sumin	58	2.55	2	5
suziri	58	2.55	3	3
telebixtak	58	2.55	4	6
tenienteak	58	2.55	5	2
tenoretan	58	2.55	4	4
tenpluak	58	2.55	3	5
teoriari	58	2.55	5	3
tipikoa	58	2.55	4	8
txamarra	58	2.55	3	6
txukunak	58	2.55	3	4
ubidea	58	2.55	4	7
ugaltze	58	2.55	3	3
ugaritan	58	2.55	4	3
ulermen	58	2.55	3	3
ulermena	58	2.55	4	4
urean	58	2.55	3	12
urteburua	58	2.55	5	4
zahagi	58	2.55	3	2
zahartua	58	2.55	4	7
zalantzati	58	2.55	4	6
zesar	58	2.55	2	3
zeukanat	58	2.55	3	7
zeukanez	58	2.55	3	4
zimel	58	2.55	2	5
zinean	58	2.55	3	29
zinuen	58	2.55	3	10
zoraturik	58	2.55	4	6
abadearen	57	2.51	5	5
adinik	57	2.51	3	3
agiraka	57	2.51	4	2
agirietan	57	2.51	5	3
ahiturik	57	2.51	4	7
airekoa	57	2.51	4	9
akordioen	57	2.51	5	5
altzairua	57	2.51	4	6
argitze	57	2.51	3	3
armairuko	57	2.51	4	1
arnasak	57	2.51	3	8
arnasaren	57	2.51	4	2
arrakala	57	2.51	4	4
arraunak	57	2.51	3	8
artaburu	57	2.51	4	3
artino	57	2.51	3	1
aziendak	57	2.51	4	6
babo	57	2.51	2	13
badakidala	57	2.51	5	3
badiete	57	2.51	4	4
bagenituen	57	2.51	5	1
baiespen	57	2.51	3	3
bailukete	57	2.51	4	2
basokada	57	2.51	4	3
batendako	57	2.51	4	1
bateratze	57	2.51	4	5
batista	57	2.51	3	0
bazaizkio	57	2.51	4	4
bazihoala	57	2.51	5	1
berei	57	2.51	2	23
berex	57	2.51	2	7
bertakoek	57	2.51	4	6
biblioteka	57	2.51	5	3
bilatze	57	2.51	3	7
bildotsak	57	2.51	3	5
bizira	57	2.51	3	8
bortitzena	57	2.51	4	5
botorik	57	2.51	3	13
burko	57	2.51	2	11
burukoaren	57	2.51	5	7
buztina	57	2.51	3	4
dardarak	57	2.51	3	7
delibero	57	2.51	4	3
digunean	57	2.51	4	7
dirdai	57	2.51	2	4
ditugunez	57	2.51	4	6
doktorego	57	2.51	4	1
dutea	57	2.51	3	10
egiok	57	2.51	3	8
egundokoa	57	2.51	5	3
egunek	57	2.51	3	12
egurats	57	2.51	3	1
ekainetik	57	2.51	4	1
elorrio	57	2.51	4	3
erakaspen	57	2.51	4	6
eranskin	57	2.51	3	2
erasoka	57	2.51	4	7
erdibitu	57	2.51	4	2
erditzen	57	2.51	3	6
ernetzen	57	2.51	3	6
erotikoa	57	2.51	5	9
errazu	57	2.51	3	8
erredakzio	57	2.51	5	2
errepara	57	2.51	4	6
errezelo	57	2.51	4	4
errukiaren	57	2.51	5	4
esapideak	57	2.51	5	5
esatekorik	57	2.51	5	2
estatuburu	57	2.51	5	2
ezkongaiak	57	2.51	4	3
faraoiari	57	2.51	5	0
feudo	57	2.51	2	1
fiskalen	57	2.51	3	3
formulatu	57	2.51	4	1
fray	57	2.51	2	3
fuentesek	57	2.51	4	0
futbolaria	57	2.51	5	4
gaiek	57	2.51	2	21
gaitzetik	57	2.51	3	4
gala	57	2.51	2	34
garaituak	57	2.51	4	8
gataska	57	2.51	3	3
gauetako	57	2.51	4	7
genuelarik	57	2.51	5	2
gerrarekin	57	2.51	4	8
gorritik	57	2.51	3	4
goxotasun	57	2.51	4	2
grinaren	57	2.51	3	10
handiagoaz	57	2.51	5	6
hankartean	57	2.51	4	2
hare	57	2.51	2	25
hatsapen	57	2.51	3	3
hausteak	57	2.51	3	11
hertsatzen	57	2.51	3	4
hitzegin	57	2.51	3	1
hondatzea	57	2.51	4	7
hozkailuan	57	2.51	4	4
ijitoek	57	2.51	4	7
ikasteari	57	2.51	5	2
ikastegian	57	2.51	5	6
ikerle	57	2.51	3	2
ikusleei	57	2.51	4	6
ilar	57	2.51	2	15
inauteriak	57	2.51	5	5
irakurgai	57	2.51	4	1
irekidura	57	2.51	5	4
irundarrak	57	2.51	4	5
irundarrek	57	2.51	4	6
islamistek	57	2.51	4	4
izadiak	57	2.51	4	8
jabetzaren	57	2.51	4	1
jaiotzeko	57	2.51	4	5
jakintzak	57	2.51	3	7
jeep	57	2.51	2	1
jesuitak	57	2.51	4	4
joatekoak	57	2.51	5	4
kazkabar	57	2.51	3	0
kezkaren	57	2.51	3	0
kilokoa	57	2.51	4	4
kiribildu	57	2.51	4	4
klika	57	2.51	2	12
koko	57	2.51	2	18
korridorea	57	2.51	5	7
kulturalki	57	2.51	4	3
laburtuz	57	2.51	3	3
lanparak	57	2.51	3	6
larrutzen	57	2.51	3	3
legala	57	2.51	3	9
legeaz	57	2.51	3	9
lehergai	57	2.51	3	4
lidergoan	57	2.51	4	3
loditzen	57	2.51	3	2
lortzeak	57	2.51	3	7
luzeari	57	2.51	4	1
mailarekin	57	2.51	4	8
maitaleen	57	2.51	4	6
makurtuko	57	2.51	4	1
mamuen	57	2.51	3	10
mandoa	57	2.51	3	15
markaturik	57	2.51	4	6
mendateak	57	2.51	4	4
mendeaz	57	2.51	3	8
merkeagoak	57	2.51	5	4
metalaren	57	2.51	4	1
mikorik	57	2.51	3	8
milioiak	57	2.51	4	8
mindua	57	2.51	3	15
moldearen	57	2.51	4	3
muntatuak	57	2.51	4	3
muturren	57	2.51	3	8
nahika	57	2.51	3	7
negozioen	57	2.51	5	6
neurriei	57	2.51	3	5
norte	57	2.51	2	8
ohiturik	57	2.51	4	6
olioak	57	2.51	4	11
operatu	57	2.51	4	4
ordezka	57	2.51	3	4
ordubetera	57	2.51	5	1
orekatzeko	57	2.51	5	0
osatzera	57	2.51	4	5
ospetsuen	57	2.51	4	6
ostaturat	57	2.51	4	1
ostiralez	57	2.51	4	2
pagano	57	2.51	3	4
pairatuko	57	2.51	4	5
palma	57	2.51	2	9
paraturik	57	2.51	4	8
pausoen	57	2.51	3	8
petral	57	2.51	2	2
piraten	57	2.51	3	3
pluralean	57	2.51	4	2
pneumatiko	57	2.51	4	3
prefetari	57	2.51	4	1
printza	57	2.51	2	6
profetek	57	2.51	3	4
saioek	57	2.51	3	12
salmentan	57	2.51	3	4
semaforoa	57	2.51	5	6
sentikor	57	2.51	3	0
sentsuaren	57	2.51	4	2
serioago	57	2.51	5	2
sinatuta	57	2.51	4	2
soinuari	57	2.51	4	6
solasetan	57	2.51	4	2
sorgor	57	2.51	2	0
sorkarien	57	2.51	4	6
sortzeari	57	2.51	4	4
soseguz	57	2.51	3	3
sufre	57	2.51	2	5
tarifak	57	2.51	3	4
tartetik	57	2.51	3	5
teilatutik	57	2.51	4	2
tindatu	57	2.51	3	4
tokiraino	57	2.51	4	2
txepel	57	2.51	2	2
uhal	57	2.51	2	7
ulertuta	57	2.51	4	1
urbano	57	2.51	3	1
urrunduko	57	2.51	4	3
uztazu	57	2.51	3	3
zaborraren	57	2.51	4	2
zalduneria	57	2.51	5	2
zapaldua	57	2.51	4	9
zatiren	57	2.51	3	4
zatiturik	57	2.51	4	2
zegoenak	57	2.51	4	3
zelatari	57	2.51	4	3
zementu	57	2.51	3	5
ziek	57	2.51	2	12
zigorrek	57	2.51	3	7
zikindua	57	2.51	4	6
zikloko	57	2.51	3	4
zirujau	57	2.51	3	1
zoramena	57	2.51	4	4
zozketak	57	2.51	3	7
zozketaren	57	2.51	4	4
zuzenbidez	57	2.51	4	3
abarka	56	2.46	3	7
abitua	56	2.46	4	15
adarraren	56	2.46	4	4
adimenaz	56	2.46	4	3
adjektibo	56	2.46	4	3
afalostean	56	2.46	5	2
aferetan	56	2.46	4	3
afrikarrak	56	2.46	4	5
agindura	56	2.46	4	5
agonia	56	2.46	4	6
ahuntzak	56	2.46	3	6
alimale	56	2.46	4	3
altura	56	2.46	3	8
amatasuna	56	2.46	5	3
ameskeria	56	2.46	5	1
arbolaren	56	2.46	4	2
ardatzaren	56	2.46	4	2
arruntena	56	2.46	4	5
aspektu	56	2.46	3	2
atariaren	56	2.46	5	3
atmosferan	56	2.46	4	4
atzizki	56	2.46	3	1
aurrezten	56	2.46	3	5
autopista	56	2.46	4	2
auzitegien	56	2.46	5	5
auzokoen	56	2.46	4	6
azalekoa	56	2.46	5	7
azaltzean	56	2.46	4	8
badezake	56	2.46	4	4
baiesten	56	2.46	3	6
baloiari	56	2.46	4	5
baloreak	56	2.46	4	6
banoak	56	2.46	3	26
basea	56	2.46	3	20
bekaitz	56	2.46	2	2
belaontzi	56	2.46	4	3
belzten	56	2.46	2	4
bereiziz	56	2.46	3	5
bereziena	56	2.46	5	4
berogailua	56	2.46	5	7
berotua	56	2.46	4	8
berritsu	56	2.46	3	3
berritsua	56	2.46	4	4
besoz	56	2.46	2	9
betetzean	56	2.46	4	5
bideratua	56	2.46	5	5
bihurtuak	56	2.46	4	5
bokazio	56	2.46	4	5
burgo	56	2.46	2	6
buruekin	56	2.46	4	2
dardarati	56	2.46	4	6
desmasiak	56	2.46	4	5
diezazula	56	2.46	5	5
dionaren	56	2.46	4	6
edozeri	56	2.46	4	2
egidak	56	2.46	3	5
egurtu	56	2.46	3	7
eguzkitik	56	2.46	4	2
ekaitzen	56	2.46	3	8
eleberriko	56	2.46	5	4
eramaiteko	56	2.46	5	3
eranstea	56	2.46	4	7
eransteko	56	2.46	4	6
eromenaren	56	2.46	5	2
eroste	56	2.46	3	9
errealean	56	2.46	5	6
errekalde	56	2.46	4	0
erresumak	56	2.46	4	8
ertzaren	56	2.46	3	4
esapidea	56	2.46	5	5
eskifaia	56	2.46	4	3
estado	56	2.46	3	3
estazio	56	2.46	4	5
estura	56	2.46	3	10
etenari	56	2.46	4	2
ezaguturik	56	2.46	5	1
ezpainekin	56	2.46	4	0
fabrikak	56	2.46	3	6
faseak	56	2.46	3	7
freskatzen	56	2.46	3	3
gaitzestea	56	2.46	4	7
galtzearen	56	2.46	4	6
galtzetan	56	2.46	3	10
garaileek	56	2.46	4	3
garamatzan	56	2.46	4	4
geldiketa	56	2.46	4	1
genoma	56	2.46	3	2
gertatuta	56	2.46	4	3
gezurrez	56	2.46	3	5
girotutako	56	2.46	5	1
gogait	56	2.46	2	3
gorakadak	56	2.46	4	4
gordelekua	56	2.46	5	4
gurutzada	56	2.46	4	3
gurutzatuz	56	2.46	4	5
gustukoen	56	2.46	4	3
haiez	56	2.46	2	17
haizeek	56	2.46	3	5
halakoxeak	56	2.46	5	2
harraskan	56	2.46	3	6
harremanez	56	2.46	4	5
harroputza	56	2.46	4	2
haurrez	56	2.46	2	8
hausnar	56	2.46	2	1
hegaztia	56	2.46	4	9
heroien	56	2.46	3	10
herrikidea	56	2.46	5	3
hertsiak	56	2.46	3	6
hirukoiztu	56	2.46	4	2
hirurei	56	2.46	3	7
hiztunaren	56	2.46	4	0
hobekiago	56	2.46	5	1
hondaturik	56	2.46	4	4
hostoz	56	2.46	2	5
ibaiari	56	2.46	4	3
iberiar	56	2.46	4	2
ideologiak	56	2.46	6	6
igar	56	2.46	2	15
ikasleren	56	2.46	4	3
ileetatik	56	2.46	5	4
inbidiaz	56	2.46	4	5
inplikatu	56	2.46	4	2
irmotasun	56	2.46	4	1
iruzkina	56	2.46	4	2
isekaz	56	2.46	3	2
islatuko	56	2.46	4	1
ispiluari	56	2.46	5	1
itunik	56	2.46	3	9
izurriteak	56	2.46	5	6
jaikiko	56	2.46	3	2
jasanen	56	2.46	3	4
jate	56	2.46	2	20
jaunok	56	2.46	2	5
jauntxoen	56	2.46	3	5
jokaldian	56	2.46	4	6
kabroia	56	2.46	3	2
kakoa	56	2.46	3	31
kardinale	56	2.46	4	7
kargak	56	2.46	2	12
kaskoak	56	2.46	3	11
katalogoa	56	2.46	5	6
kirolen	56	2.46	3	5
koadroari	56	2.46	5	1
kolina	56	2.46	3	8
konbinatu	56	2.46	4	4
kondatuko	56	2.46	4	3
kraskatu	56	2.46	3	6
kreditua	56	2.46	4	5
kremlinek	56	2.46	3	3
lanbideak	56	2.46	4	6
lasaiturik	56	2.46	4	1
leinua	56	2.46	3	12
lokalak	56	2.46	3	4
madalena	56	2.46	4	4
maileguz	56	2.46	3	4
margotuak	56	2.46	4	4
marketin	56	2.46	3	4
maximo	56	2.46	3	3
medikuei	56	2.46	4	6
mementoa	56	2.46	4	8
merkataria	56	2.46	5	5
metodoaren	56	2.46	5	1
mezako	56	2.46	3	6
misioaren	56	2.46	5	6
mistikoa	56	2.46	4	9
mitikoa	56	2.46	4	10
mudan	56	2.46	2	9
nabarmenez	56	2.46	4	4
nobeletan	56	2.46	4	3
nonbre	56	2.46	2	4
notizia	56	2.46	4	3
nuelakoan	56	2.46	5	5
oilaskoak	56	2.46	4	3
oldartzeko	56	2.46	4	1
orainaren	56	2.46	4	5
orube	56	2.46	3	1
pandemia	56	2.46	4	1
parrokian	56	2.46	4	8
politikara	56	2.46	5	4
poliziaz	56	2.46	4	6
puntuari	56	2.46	4	6
saihetseko	56	2.46	4	4
sakeak	56	2.46	3	11
samurragoa	56	2.46	5	6
sarian	56	2.46	3	17
satan	56	2.46	2	19
segundoak	56	2.46	4	6
sektoreen	56	2.46	4	6
semetzat	56	2.46	3	2
senaren	56	2.46	3	12
sendabidea	56	2.46	5	5
sinestekoa	56	2.46	5	3
sopranoak	56	2.46	4	2
sotila	56	2.46	3	8
suabe	56	2.46	3	2
suan	56	2.46	2	12
sugarretan	56	2.46	4	2
sututa	56	2.46	3	1
tako	56	2.46	2	16
takoi	56	2.46	2	8
tindatzen	56	2.46	3	8
transmisio	56	2.46	4	1
tronu	56	2.46	2	5
tunelak	56	2.46	3	4
turistiko	56	2.46	4	1
txikituko	56	2.46	4	2
uhala	56	2.46	3	10
untziaren	56	2.46	4	4
urduriak	56	2.46	4	4
urretxu	56	2.46	3	3
ustegabeko	56	2.46	5	3
uztartuko	56	2.46	4	0
uztekotan	56	2.46	4	0
zakizkit	56	2.46	3	5
zalapartan	56	2.46	4	4
zebilkidan	56	2.46	4	3
zegokienez	56	2.46	5	3
zekena	56	2.46	3	7
zekorra	56	2.46	3	3
zenduak	56	2.46	3	7
zereginen	56	2.46	4	5
zerurako	56	2.46	4	0
zimendu	56	2.46	3	4
zioela	56	2.46	4	10
ziurrenera	56	2.46	5	0
zorionik	56	2.46	4	1
zoruaren	56	2.46	4	8
zugatik	56	2.46	3	2
aberastea	55	2.42	5	6
abestien	55	2.42	4	6
adimendua	55	2.42	5	8
adinekoek	55	2.42	5	5
agorrila	55	2.42	4	4
ahalezko	55	2.42	4	8
aiher	55	2.42	2	4
aintziran	55	2.42	3	4
aireratzen	55	2.42	4	3
airosa	55	2.42	3	5
alaiki	55	2.42	3	4
aldapak	55	2.42	3	7
alderdiren	55	2.42	4	3
alfabetoa	55	2.42	5	4
altxarazi	55	2.42	4	1
anestesia	55	2.42	5	1
antxeta	55	2.42	3	3
apaletik	55	2.42	4	6
apunte	55	2.42	3	3
araziz	55	2.42	3	4
arbelean	55	2.42	4	4
arbi	55	2.42	2	13
argibidea	55	2.42	5	4
arinkeriaz	55	2.42	5	3
arintzea	55	2.42	4	9
arkakuso	55	2.42	4	2
arkatza	55	2.42	3	7
arnasaldi	55	2.42	4	1
arratsera	55	2.42	4	3
arrazional	55	2.42	5	2
asaba	55	2.42	3	7
astinduko	55	2.42	4	3
asurantza	55	2.42	4	3
aztarrika	55	2.42	4	3
baitiete	55	2.42	4	3
ballet	55	2.42	2	3
banakoa	55	2.42	4	14
barrako	55	2.42	3	13
batzordera	55	2.42	4	2
begiraleen	55	2.42	5	5
behinere	55	2.42	4	0
behingo	55	2.42	3	2
bertsoz	55	2.42	2	7
besoekin	55	2.42	4	3
bietarik	55	2.42	4	10
bikainena	55	2.42	4	5
bisean	55	2.42	3	10
bizarginak	55	2.42	4	3
bizigarri	55	2.42	4	5
bizilekuak	55	2.42	5	4
bokale	55	2.42	3	8
bonben	55	2.42	2	8
bulegoen	55	2.42	4	4
burdinaz	55	2.42	3	6
burezurra	55	2.42	4	1
buxeta	55	2.42	3	8
defenda	55	2.42	3	1
diezaieten	55	2.42	5	3
digutenak	55	2.42	4	5
diskoetan	55	2.42	4	2
dituenaren	55	2.42	5	3
dizkiogun	55	2.42	4	5
dutala	55	2.42	3	4
dutenena	55	2.42	4	5
duzuelako	55	2.42	5	2
ebiakoitz	55	2.42	4	1
eginagatik	55	2.42	5	4
egitarauak	55	2.42	5	3
egotekoa	55	2.42	5	7
ehizara	55	2.42	4	4
ekipoa	55	2.42	4	7
ekoiztea	55	2.42	4	9
elizetako	55	2.42	5	1
emanaldien	55	2.42	5	7
emaztek	55	2.42	3	7
emisio	55	2.42	4	3
entzuketak	55	2.42	4	4
eratorria	55	2.42	5	6
erdibideko	55	2.42	5	1
erdietarik	55	2.42	5	5
eremana	55	2.42	4	3
erosotasun	55	2.42	5	1
errebantxa	55	2.42	4	2
erreflexu	55	2.42	4	3
erregaiak	55	2.42	4	5
erregerik	55	2.42	4	2
ertzaina	55	2.42	3	6
eskemak	55	2.42	3	10
eskritura	55	2.42	4	2
eskubideez	55	2.42	5	5
estatutik	55	2.42	4	7
estiloaren	55	2.42	5	2
estiloari	55	2.42	5	1
estudioak	55	2.42	5	5
ezagunean	55	2.42	5	4
ezgai	55	2.42	2	5
ezkilak	55	2.42	3	7
ezpela	55	2.42	3	5
eztandaren	55	2.42	4	0
fasera	55	2.42	3	3
formazioa	55	2.42	5	7
fotokopiak	55	2.42	5	3
fraideen	55	2.42	3	7
fraileak	55	2.42	3	6
frogen	55	2.42	2	5
gairen	55	2.42	2	12
galtzerik	55	2.42	3	5
garbiko	55	2.42	3	8
gatean	55	2.42	3	13
gerizapean	55	2.42	5	3
gibraltar	55	2.42	3	0
giltzapetu	55	2.42	4	1
gintuzke	55	2.42	3	4
goazak	55	2.42	3	5
gogamenean	55	2.42	5	4
gogortuko	55	2.42	4	4
gogotsuago	55	2.42	5	0
goizak	55	2.42	2	9
goratzeko	55	2.42	4	15
gudurako	55	2.42	4	1
gupidaz	55	2.42	3	2
gutieneko	55	2.42	5	4
hagoela	55	2.42	4	2
halare	55	2.42	3	3
haraneko	55	2.42	4	6
harrietan	55	2.42	4	12
hatzek	55	2.42	2	16
haugu	55	2.42	2	4
hazpegi	55	2.42	3	3
herrenak	55	2.42	3	10
hiltzearen	55	2.42	4	5
hobenik	55	2.42	3	4
hunkituak	55	2.42	4	2
hurbilegi	55	2.42	4	4
ikararen	55	2.42	4	4
ikustaldi	55	2.42	4	3
imitazioa	55	2.42	6	6
ingurunean	55	2.42	5	5
iragar	55	2.42	3	2
iraunarazi	55	2.42	5	4
isolamendu	55	2.42	5	1
itzulikatu	55	2.42	5	2
izotzezko	55	2.42	4	3
jabeei	55	2.42	3	6
jasotzaile	55	2.42	4	2
jendeekin	55	2.42	4	3
jostailuak	55	2.42	4	3
kalezuloko	55	2.42	5	1
kamioneta	55	2.42	5	3
kanturik	55	2.42	3	9
karrikatik	55	2.42	4	3
kez	55	2.42	1	1
kidetasun	55	2.42	4	1
kohesioa	55	2.42	5	7
konkretuak	55	2.42	4	4
kontuari	55	2.42	4	7
koskorrak	55	2.42	3	8
krudelak	55	2.42	3	5
landara	55	2.42	3	7
larriaz	55	2.42	3	10
latorrizko	55	2.42	4	3
lehengaiak	55	2.42	4	3
leizearen	55	2.42	4	1
lekora	55	2.42	3	6
limurtu	55	2.42	3	4
loriatua	55	2.42	5	5
luzeekin	55	2.42	4	1
maiatzetik	55	2.42	4	3
maileguen	55	2.42	4	5
maitek	55	2.42	2	17
mamiak	55	2.42	3	15
marraka	55	2.42	3	16
marraz	55	2.42	2	17
mementuan	55	2.42	4	6
mendizalea	55	2.42	5	4
metalikoak	55	2.42	5	3
metatuak	55	2.42	4	6
minaz	55	2.42	2	12
moztutako	55	2.42	4	3
mugikorrak	55	2.42	4	4
nagusigoa	55	2.42	5	8
neramala	55	2.42	4	2
neur	55	2.42	1	4
nok	55	2.42	1	4
ohola	55	2.42	3	7
oihalean	55	2.42	4	5
okertua	55	2.42	4	7
olatuek	55	2.42	4	5
omendua	55	2.42	4	5
ontologia	55	2.42	5	5
ontzietako	55	2.42	5	1
ordokian	55	2.42	4	3
ordukoak	55	2.42	4	5
orrien	55	2.42	3	12
otzana	55	2.42	3	6
partituz	55	2.42	3	3
pastoralak	55	2.42	4	3
pedal	55	2.42	2	2
piperrik	55	2.42	3	3
pistara	55	2.42	3	5
plantek	55	2.42	2	12
planto	55	2.42	2	8
plazerrak	55	2.42	3	6
poetek	55	2.42	3	8
potoa	55	2.42	3	24
potreta	55	2.42	3	4
praktikara	55	2.42	4	2
primerakoa	55	2.42	5	2
printzak	55	2.42	2	5
printzeari	55	2.42	4	3
